"320202","ธุรกิจการบริการยานยนต์","3202","Automotive Service Business","202"
"320301","การเลขานุการ","3203","Secretarial","203"
"320401","คอมพิวเตอร์ธุรกิจ","3204","Business Computer","204"
"320501","การเงินการธนาคาร","3205",,"205"
"320601","ธุรกิจการค้าระหว่างประเทศ","3206",,"206"
"320701","การจัดการทรัพยากรมนุษย์","3207",,"207"
"320901","ธุรกิจสถานพยาบาล","3209",,"209"
"321101","ธุรกิจค้าปลีกทั่วไป","3211","General Retail Business","211"
"321102","ธุรกิจค้าปลีกร้านสะดวกซื้อ","3211","Convenience Store","211"
"321103","ธุรกิจค้าปลีกสรรพสินค้า","3211","Department Store Business","211"
"321104","ธุรกิจค้าปลีกซุปเปอร์เซ็นเตอร์","3211","Supercenter Business","211"
"321105","ธุรกิจค้าปลีกซุปเปอร์มาร์เก็ต","3211","Supermarket Business","211"
"321106","ธุรกิจค้าปลีกสินค้าเฉพาะอย่าง","3211","Specialty Store Business","211"
"321107","ธุรกิจการบริการ","3211","Service Business","211"
"321108","ธุรกิจค้าปลีกร้านอาหารและภัตตาคาร","3211","Restaurant Business","211"
"321201","ภาษาต่างประเทศธุรกิจ","3212",,"212"
"321404","ตัวแทนออกของ","3214","Transportation","214"
"321402","การจัดการการขนส่ง","3214","Ware House","214"
"321403","การจัดการคลังสินค้า","3214","Customs Broker","214"
"321401","การจัดการโลจิสติกส์","3214","Logistic Management","214"
"321501","การจัดการทั่วไป","3215",,"215"
"321601","การจัดการสำนักงาน","3216","Office Management","216"
"330101","วิจิตรศิลป์","3301","Fine Art","301"
"330202","การออกแบบผลิตภัณฑ์","3302","Product Design","302"
"330201","การออกแบบนิเทศศิลป์","3302",,"302"
"330203","การออกแบบตกแต่งภายใน","3302","Interior Design","302"
"330204","การออกแบบเครื่องแต่งกาย","3302","Costume Art Design","302"
"330302","เทคนิคงานหนัง","3302","Leather","302"
"330301","เทคนิคงานดิน","3303","Clay","303"
"330303","เทคนิคงานหล่อ","3303","Casting","303"
"330304","เทคนิคงานพิมพ์ย้อม","3303","Printing & Dyeing","303"
"330305","เทคนิคงานไม้","3303","Wood","303"
"330306","เทคนิคงานโลหะ","3303","Metal","303"
"330307","เทคนิคงานรัก","3303","Gilding and Lacquerware","303"
"330308","เทคนิคงานจักสาน","3303","Weaving","303"
"330401","เทคโนโลยีเซรามิก","3304","Ceramics technology","304"
"330501","ศิลปหัตถกรรมรูปพรรณและเครื่องประดับ","3305","Metalware and Ornaments","305"
"330601","การถ่ายภาพและมัลติมีเดีย","3306","Photography and Multimedia","306"
"330602","ศิลปะการถ่ายภาพ","3306","Art of Photography","306"
"330701","เทคโนโลยีศิลปกรรม","3307","Art Technology","307"
"330801","คอมพิวเตอร์กราฟิกอาร์ต","3308","Computer Graphics","308"
"330802","มัลติมีเดีย","3308","Multimedia","308"
"330803","แอนิเมชั่น","3308","Animation","308"
"330804","สื่อสิ่งพิมพ์","3308",,"308"
"330901","เทคโนโลยีผลิตภัณฑ์อุตสาหกรรมเครื่องหนัง","3309","Leather Design Indutry Product Technology","309"
"331001","เครื่องประดับอัญมณี","3310","Jeweled","310"
"331101","ออกแบบเครื่องประดับอัญมณี","3311","Jewelry Design","311"
"331501","ช่างทองหลวง","3315","Royal Goldsmith","315"
"331502","เครื่องประดับอัญมณี","3315","Jeweled","315"
"331503","ออกแบบเครื่องประดับอัญมณี","3315","Jewelry Design","315"
"331504","วิเคาระห์และควบคุมคุณภาพอัญมณีและเครื่องประดับ","3315",,"315"
"331505","เทคนิคการทำต้นแบบและการหล่อเครื่องประดับอัญมณี","3315",,"315"
"331506","การจัการธุรกิจเครื่องประดับและอัญมณี","3315",,"315"
"331701","ดนตรีและเทคโนโลยี","3317",,"317"
"331801","การพิมพ์สกรีน","3318",,"318"
"331901","ออกแบบนิเทศน์ศิลป์","3319",,"319"
"340101","เทคโนโลยีแฟชั่นและสิ่งทอ","3401",,"401"
"340201","เทคโนโลยีออกแบบแฟชั่นและสิ่งทอ","3402",,"402"
"340301","เทคโนโลยีสิ่งทอและเครื่องนุ่งห่ม","3403",,"403"
"340401","อาหารและโภชนาการ","3404",,"404"
"340402","การแปรรูปอาหาร","3404",,"404"
"340403","การประกอบอาหารในเรือเดินทะเลระหว่างประเทศ","3404",,"404"
"340501","อุตสาหกรมมอาหาร","3405",,"405"
"340601","การจัดงานดอกไม้และงานประดิษฐ์","3406",,"406"
"340602","การดูแลเด็กและผู้สูงอายุ","3406",,"406"
"340603","การจัดการคหกรรมเพื่อการโรงแรม","3406",,"406"
"340701","เทคโนโลยีความงาม","3407",,"407"
"350101","เกษตรศาสตร์","3501","Agricultural Science","501"
"350201","พืชไร่","3502","Field Crops","502"
"350202","พืชสวน","3502","Horticultural Crops","502"
"350203","เทคโนโลยีกล้วยไม้","3502","Orchids Technology","502"
"350301","การผลิตสัตว์","3503","Animal Science","503"
"350401","สัควรักษ์","3504","Animal Health","504"
"350501","เครื่องจักรกลเกษตร","3505","Farm Mechanics","505"
"350502","เครื่องจักรกลโรงสีข้าว","3505","Rice Mill Mechanics","505"
"350601","อุตสาหกรรมเกษตร","3506","Agro-Industrial","506"
"350701","เทคโนโลยีข้าว","3507","Landscape","507"
"350702","เทคโนโลยีอ้อย","3507",,"507"
"350703","เทคโนโลยีมันสำปะหลัง","3507",,"507"
"350704","เทคโนโลยียางพารา","3507",,"507"
"350705","เทคโนโลยีปาล์มน้ำมัน","3507",,"507"
"350706","เทคโนโลยีไม้ผล","3507",,"507"
"350801","เทคโนโลยีภูมิทัศน์","3508","Rice Technology","508"
"350901","ธุรกิจเกษตร","3509",,"509"
"350902","สหกรณ์","3509",,"509"
"360101","เพาะเลี้ยงสัตว์น้ำ","3601",,"601"
"360201","แปรรูปสัตว์น้ำ","3602",,"602"
"360202","อุตสาหกรรมสัตว์น้ำ","3602",,"602"
"370101","บริการส่วนหน้าโรงแรม","3701","Hotel Front Office Service","701"
"370102","แม่บ้านโรงแรม","3701","Housekeeping","701"
"370103","บริการอาหารและเครื่องดื่ม","3701","Food and Beverage Service","701"
"370104","ครัวโรงแรม","3701","Hotel Kitchen","701"
"370105","ธุรกิจสนามกอล์ฟ","3701",,"701"
"370201","การท่องเที่ยว","3702","Tourism Management","702"
"370501","การจัดการธุรกิจท่องเที่ยวเชิงนิเวศ","3705",,"705"
"370701","การจัดประชุมและนิทรรศการ","3707",,"707"
"380101","เทคโนโลยีสิ่งทอ","3801",,"801"
"380201","เคมีสิ่งทอ","3802",,"802"
"380301","เทคโนโลยีเครื่องนุ่งห่ม","3803",,"803"
"380401","เทคโนโลยีการทอผ้าไหมและผ้าพื้นเมือง","3804",,"804"
"390101","เทคโนโลยีสารสนเทศ","3901","Information Technology","901"
"390301","วิศวกรรมคอมพิวเตอร์ซอฟแวร์","3903",,"903"
"390401","คอมพิวเตอร์ระบบสมองกลฝังตัว","3904",,"904"
"390501","คอมพิวเตอร์เกมและแอนิเมชั่น","3905",,"905"
"410101","เทคโนโลยียานยนต์","4101",,"101"
"410201","เทคโนโลยีแม่พิมพ์","4102",,"102"
"410401","เทคโนโลยีไฟฟ้า","4104",,"104"
"410501","เทคโนโลยีอิเล็กทรอนิกส์","4105","Electronic Technology","105"
"410601","เทคโนโลยีการก่อสร้าง","4106",,"106"
"410701","เทคโนโลยีอุตสาหกรรมเครื่องเรือนและตกแต่งภายใน","4107",,"107"
"410801","เทคโนโลยีสถาปัตยกรรม","4108",,"108"
"412201","เทคโนโลยียาง","4122",,"122"
"413201","เทคโนโลยีเครื่องกลเรือ","4132",,"132"
"420101","การบัญชี","4201",,"201"
"420201","การตลาด","4202","Marketing","202"
"420401","คอมพิวเตอร์ธุรกิจ","4204",,"204"
"421401","การจัดการโลจิสติกส์","4214",,"214"
"421601","การจัดการสำนักงาน","4216",,"216"
"430101","วิจิตรศิลป์","4301",,"301"
"430201","การออกแบบผลิตภัณฑ์","4302",,"302"
"430801","ดิจิตอลกราฟิก","4308",,"308"
"431101","ออกแบบรูปพรรณอัญมณีและเครื่องประดับ","4311",,"311"
"431501","ช่างทองหลวง","4315",,"315"
"440301","เทคโนโลยีการออกแบบแฟชั่น","4403",,"403"
"440401","เทคโนโลยีอาหารและโภชนาการ","4404",,"404"
"440601","การจัดงานคหกรรม","4406",,"406"
"450201","เทคโนโลยีการผลิตพืช","4502",,"502"
"450301","เทคโนโลยีการผลิตสัตว์","4503",,"503"
"460101","เทคโนโลยีเพาะเลี้ยงสัตว์น้ำ","4601","Aquaculture  Technology","601"
"460201","เทคโนโลยีแปรรูปอาหาร","4602",,"602"
"470101","การโรงแรม","4701",,"701"
"470201","การท่องเที่ยว","4702",,"702"
"490101","เทคโนโลยีสารสนเทศ","4901",,"901"
"510101","เทคนิคช่างยนต์","5101","Auto mechanic","101"
"510301","เชื่อมและประสาน","5103","Welding and Fabrication","103"
"510401","เทคนิคไฟฟ้ากำลัง","5104","Electrical Power Technique","104"
"510501","เทคนิคไฟฟ้าสื่อสาร","5105","Communication Technique","105"
"510601","เทคนิคโยธา","5106","Civil Engineering","106"
"520201","คอมพิวเตอร์ธุรกิจ","5202","Business Computer","202"
